l1_identifier,l1_label,l2_identifier,l2_label,l2_example,l3_identifier,l3_label,l3_definition,l3_example,l4_identifier,l4_label,l4_definition,l4_example,l5_identifier,l5_label,l5_definition,l5_example
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.6,Indicazione,,,V.4.II.6.5,Zona soggetta ad allagamento,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_zona_soggetta_ad_allagamento.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.6,Indicazione,,,V.4.II.6.6,Coda,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_Coda.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.6,Indicazione,,,V.4.II.6.7,Mezzi di lavoro in azione,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_mezzi_di_lavoro_in_azione.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.6,Indicazione,,,V.4.II.6.8,Strada sdrucciolevole per pioggia,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_strada_sdrucciolevole_per_pioggia.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.6,Indicazione,,,V.4.II.6.9,Strada sdrucciolevole per ghiaccio,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_strada_sdrucciolevole_per_ghiaccio.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.6,Indicazione,,,V.4.II.6.10,Autocarri in rallentamento,,https://it.wikipedia.org/wiki/File:Italian_traffic_sign_-_autocarri_in_rallentamento.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.6,Indicazione,,,V.4.II.6.11,Zona rimozione,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_rimozione_forzata.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.6,Indicazione,,,V.4.II.6.12,Segnale di corsia,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_segnale_di_corsia.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.6,Indicazione,,,V.4.II.6.13,Tornante,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_tornante.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.6,Indicazione,,,V.4.II.6.14,Numero del tornante,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_numero_del_tornante.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.6,Indicazione,,,V.4.II.6.15,Pulizia meccanica della strada,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_pulizia_meccanica_della_strada.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.6,Indicazione,,,V.4.II.6.16,Pulizia meccanica della strada (con periodicità),,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_pulizia_meccanica_della_strada_1.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.7,Andamento della strada principale,,,V.4.II.7.1,Andamento della strada principale (A),,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_andamento_strada_principale.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.7,Andamento della strada principale,,,V.4.II.7.2,Andamento della strada principale (B),,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_andamento_strada_principale1.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.7,Andamento della strada principale,,,V.4.II.7.3,Andamento della strada principale (C),,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_andamento_strada_principale2.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.7,Andamento della strada principale,,,V.4.II.7.4,Andamento della strada principale (D),,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_andamento_strada_principale3.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.7,Andamento della strada principale,,,V.4.II.7.5,Andamento della strada principale (E),,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_andamento_strada_principale4.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.8,Limitazione,Questi segnali sono segnali compositi e vanno usati dove motivi di visibilità lo rendano opportuno. ,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_sosta_temporaneo.svg,,,,,,,,
L,Segnaletica luminosa,L.1,Lanterna semaforica,,L.1.1,Lanterna semaforica veicolare normale,,https://it.wikipedia.org/wiki/File:Semaforo_italiano_animato.gif,,,,,,,,
L,Segnaletica luminosa,L.1,Lanterna semaforica,,L.1.2,Lanterna semaforica veicolare di corsia,,https://it.wikipedia.org/wiki/File:Semaforo_mezzi_pubblici.gif,,,,,,,,
L,Segnaletica luminosa,L.1,Lanterna semaforica,,L.1.3,Lanterna semaforica per mezzi di trasporto pubblico,,https://it.wikipedia.org/wiki/File:Semaforo_mezzi_pubblici.gif,,,,,,,,
L,Segnaletica luminosa,L.1,Lanterna semaforica,,L.1.4,Lanterna semaforica pedonale,,https://it.wikipedia.org/wiki/File:Semaforo_pedonale.gif,,,,,,,,
L,Segnaletica luminosa,L.1,Lanterna semaforica,,L.1.5,Lanterna semaforica per velocipedi,,https://it.wikipedia.org/wiki/File:Semaforo_velocipedi.gif,,,,,,,,
L,Segnaletica luminosa,L.1,Lanterna semaforica,,L.1.6,Lanterna semaforica veicolare per corsie reversibili,,https://it.wikipedia.org/wiki/File:File-Dynamic_lane_italian.gif,,,,,,,,
L,Segnaletica luminosa,L.1,Lanterna semaforica,,L.1.7,Lanterne semaforiche gialle lampeggianti,,https://it.wikipedia.org/wiki/File:Semaforo_e_lanterne_gialle_lampeggianti.gif,,,,,,,,
L,Segnaletica luminosa,L.1,Lanterna semaforica,,L.1.8,Lanterna semaforica di onda verde,,https://it.wikipedia.org/wiki/File:Semaforo_onda_verde.gif,,,,,,,,
L,Segnaletica luminosa,L.1,Lanterna semaforica,,L.1.9,Luci rosse lampeggianti singole o doppie,,https://it.wikipedia.org/wiki/File:Lanterne_passaggio_a_livello.gif,,,,,,,,
L,Segnaletica luminosa,L.2,Pannelli a messaggio variabile,https://it.wikipedia.org/wiki/File:Messaggio_variabile.png,,,,,,,,,,,,
C,Segnaletica complementare,C.1,Delineatore,,C.1.1,Delineatori normali di margine su strade a doppio senso di circolazione,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_delineatori_di_margine_-_doppio_senso.svg,,,,,,,,
C,Segnaletica complementare,C.1,Delineatore,,C.1.2,Delineatori normali di margine su strade a senso unico di circolazione,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_delineatori_di_margine_-_senso_unico.svg,,,,,,,,
C,Segnaletica complementare,C.1,Delineatore,,C.1.3,Delineatore di curva stretta o tornante verso destra,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_delineatore_di_curva_d.svg,,,,,,,,
C,Segnaletica complementare,C.1,Delineatore,,C.1.4,Delineatore di curva stretta o tornante verso sinistra,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_delineatore_di_curva.svg,,,,,,,,
C,Segnaletica complementare,C.1,Delineatore,,C.1.5,Delineatore per intersezione a T,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_delineatore_di_incrocio_a_T.svg,,,,,,,,
C,Segnaletica complementare,C.1,Delineatore,,C.1.6,Delineatore modulare di curva stretta o tornante verso destra,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_delineatore_modulare_di_curva.svg,,,,,,,,
O,Segnaletica orizzontale,O.1,Attraversamento,,O.1.1,Attraversamento pedonale,,https://it.wikipedia.org/wiki/File:Segnaletica_orizzontale.png,,,,,,,,
O,Segnaletica orizzontale,O.1,Attraversamento,,O.1.2,Attraversamento ciclabile,,,,,,,,,,
O,Segnaletica orizzontale,O.2,Passaggio a livello,,,,,,,,,,,,,
